filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/City-a19093ce-28a4-417a-8734-809e229e5549.jpg,"28a4,417a,809e229e5549,8734,a19093ce,city,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Craked_screen-1ba50f2c-70c8-4463-9fa8-fdcc4849fc32.jpg,"1ba50f2c,4463,70c8,9fa8,craked,fdcc4849fc32,mobile collection,screen,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/cyberpunk-b5c37a08-3972-4218-9e51-829ad662fdec.jpg,"3972,4218,829ad662fdec,9e51,b5c37a08,cyberpunk,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Dark-e53ab2e0-9548-42a4-887e-bcb7d4d090cb(1).jpg,"42a4,887e,9548,bcb7d4d090cb(1),dark,e53ab2e0,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Dark-e53ab2e0-9548-42a4-887e-bcb7d4d090cb.jpg,"42a4,887e,9548,bcb7d4d090cb,dark,e53ab2e0,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Days_gone-2b188f0d-6129-435a-a5cb-50325f8cbfa1.jpg,"2b188f0d,435a,50325f8cbfa1,6129,a5cb,days,gone,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Dubai_2015-be76462c-a80c-331e-b4d0-84c434bf6a48.jpg,"2015,331e,84c434bf6a48,a80c,b4d0,be76462c,dubai,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Dubai_Skyline-2c9a22a0-e9cc-354f-b017-139e7c3dcd0a.jpg,"139e7c3dcd0a,2c9a22a0,354f,b017,dubai,e9cc,mobile collection,skyline,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/fire-26335bf5-2a1e-4c16-992d-8f52c93c82b8.jpg,"26335bf5,2a1e,4c16,8f52c93c82b8,992d,fire,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_101713025.jpg,"101713025,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1059540246.jpg,"1059540246,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1146581770.jpg,"1146581770,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1219288521.jpg,"1219288521,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1268033956.jpg,"1268033956,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1389444557.jpg,"1389444557,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_145036546.jpg,"145036546,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1453974638.jpg,"1453974638,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1538707605.jpg,"1538707605,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1688243457.jpg,"1688243457,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1722223605.jpg,"1722223605,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1839300301.jpg,"1839300301,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1847208166.jpg,"1847208166,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_1933777873.jpg,"1933777873,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_203921452.jpg,"203921452,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_2140927065.jpg,"2140927065,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_223812582.jpg,"223812582,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_300967616.jpg,"300967616,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_401488268(1).jpg,"401488268(1),getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_401488268.jpg,"401488268,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_432039013.jpg,"432039013,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_438029068.jpg,"438029068,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_448998036.jpg,"448998036,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_478983354.jpg,"478983354,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_786395475.jpg,"786395475,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_816364178.jpg,"816364178,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_908097295.jpg,"908097295,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_94664413.jpg,"94664413,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/GetCurrentWallpaper_952413562.jpg,"952413562,getcurrentwallpaper,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Highway_road-46d130af-29f3-4729-b09c-7939f6d0bcff.jpg,"29f3,46d130af,4729,7939f6d0bcff,b09c,highway,mobile collection,road,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/HotlineMiami-827855a8-1cda-41f5-a812-91bd79b8718d.jpg,"1cda,41f5,827855a8,91bd79b8718d,a812,hotlinemiami,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/IMG-20220328-WA0000.jpg,"20220328,img,mobile collection,wa0000,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/IMG-20220328-WA0001.jpg,"20220328,img,mobile collection,wa0001,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/IMG-20220328-WA0002.jpg,"20220328,img,mobile collection,wa0002,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/IMG-20220328-WA0003.jpg,"20220328,img,mobile collection,wa0003,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/iPhone_X-bcf53a72-7684-4f81-b806-af4ab729ea04.jpg,"4f81,7684,af4ab729ea04,b806,bcf53a72,iphone,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Japanese_ally-7fb0c2d0-8581-4a30-9128-6079786157ec.jpg,"4a30,6079786157ec,7fb0c2d0,8581,9128,ally,japanese,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Japanse_street-653da741-75a0-485d-b997-d73bd7b196b7.jpg,"485d,653da741,75a0,b997,d73bd7b196b7,japanse,mobile collection,street,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Japan_Tokyo_Tower-d51340c7-6eac-403d-8008-fcd7efb9924c.jpg,"403d,6eac,8008,d51340c7,fcd7efb9924c,japan,mobile collection,tokyo,tower,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Long_ride-fa08245a-faf5-439a-b0d6-200d2eb1ff01.jpg,"200d2eb1ff01,439a,b0d6,fa08245a,faf5,long,mobile collection,ride,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Mac_tonight-e06f2d11-02d2-42cf-b9fa-f85253ca1a43.jpg,"02d2,42cf,b9fa,e06f2d11,f85253ca1a43,mac,mobile collection,tonight,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Material_Design-36e9f850-0f0c-335b-9d76-27a193eee542.jpg,"0f0c,27a193eee542,335b,36e9f850,9d76,design,material,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Material_You-7af9591b-8bb0-4131-92d8-5f6908c0a330.jpg,"4131,5f6908c0a330,7af9591b,8bb0,92d8,material,mobile collection,wallpapers collector,wallpapers collector/mobile collection,you"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Minimal_Climb-ae5c2d04-9eb4-4c37-9b2f-9fe7a30c0b85.jpg,"4c37,9b2f,9eb4,9fe7a30c0b85,ae5c2d04,climb,minimal,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Mountain-2b2ed3f8-0c1b-4f9e-b986-cfaa1ec0ef67.jpg,"0c1b,2b2ed3f8,4f9e,b986,cfaa1ec0ef67,mobile collection,mountain,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Moutain_minimalist-9fb78e82-2901-4474-b0d0-ffaec6232c0e.jpg,"2901,4474,9fb78e82,b0d0,ffaec6232c0e,minimalist,mobile collection,moutain,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Neon_tokyo_streets-3208831e-7011-40c9-bfeb-e15587ffaeb8.jpg,"3208831e,40c9,7011,bfeb,e15587ffaeb8,mobile collection,neon,streets,tokyo,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Night_-da9a5e40-137b-42bb-a060-cd2ca5e83edc.jpg,"137b,42bb,a060,cd2ca5e83edc,da9a5e40,mobile collection,night,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Note_10_plus-e731eeea-4fcb-4c81-b480-96e0462545a9.jpg,"4c81,4fcb,96e0462545a9,b480,e731eeea,mobile collection,note,plus,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(1)(1).jpg,"mobile collection,peakpx(1)(1),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(1)(2).jpg,"mobile collection,peakpx(1)(2),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(1).jpg,"mobile collection,peakpx(1),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(2)(1).jpg,"mobile collection,peakpx(2)(1),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(2).jpg,"mobile collection,peakpx(2),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(3).jpg,"mobile collection,peakpx(3),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx(4).jpg,"mobile collection,peakpx(4),wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/peakpx.jpg,"mobile collection,peakpx,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Pixel_art_grid-dffe085e-db72-40d3-be89-4a745409dd70.jpg,"40d3,4a745409dd70,art,be89,db72,dffe085e,grid,mobile collection,pixel,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Pixel_art_Leoconor-e919efee-b70a-429b-b57c-8b5a5fb850ec.jpg,"429b,8b5a5fb850ec,art,b57c,b70a,e919efee,leoconor,mobile collection,pixel,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Retro-bacf6acc-a72e-4f0c-a105-e1aa1e870c36.jpg,"4f0c,a105,a72e,bacf6acc,e1aa1e870c36,mobile collection,retro,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Retro_japan_-95591ec6-a9f6-471f-9bb6-66ad7641007d.jpg,"471f,66ad7641007d,95591ec6,9bb6,a9f6,japan,mobile collection,retro,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/ROAD-372d6f6c-43d0-46e6-ae75-b17763c8a110.jpg,"372d6f6c,43d0,46e6,ae75,b17763c8a110,mobile collection,road,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Scenery-820a18a4-82b4-4b78-894e-eff4bb2ec6b7(1).jpg,"4b78,820a18a4,82b4,894e,eff4bb2ec6b7(1),mobile collection,scenery,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Scenery-820a18a4-82b4-4b78-894e-eff4bb2ec6b7(2).jpg,"4b78,820a18a4,82b4,894e,eff4bb2ec6b7(2),mobile collection,scenery,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Scenery-820a18a4-82b4-4b78-894e-eff4bb2ec6b7(3).jpg,"4b78,820a18a4,82b4,894e,eff4bb2ec6b7(3),mobile collection,scenery,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Scenery-820a18a4-82b4-4b78-894e-eff4bb2ec6b7.jpg,"4b78,820a18a4,82b4,894e,eff4bb2ec6b7,mobile collection,scenery,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Skyscrapers-7f410535-29b1-3c01-a409-2ae637114bd2.jpg,"29b1,2ae637114bd2,3c01,7f410535,a409,mobile collection,skyscrapers,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Skyscraper_At_Night-252d9c38-51ce-4ca1-bdca-9f7db541c877.jpg,"252d9c38,4ca1,51ce,9f7db541c877,bdca,mobile collection,night,skyscraper,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Sunny_Japan_Kobe-afd1c4d2-e56b-4f52-83ee-5810a594006f(1).jpg,"4f52,5810a594006f(1),83ee,afd1c4d2,e56b,japan,kobe,mobile collection,sunny,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Sunny_Japan_Kobe-afd1c4d2-e56b-4f52-83ee-5810a594006f.jpg,"4f52,5810a594006f,83ee,afd1c4d2,e56b,japan,kobe,mobile collection,sunny,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Sunset_Highway-8fe457ae-a434-3f71-930a-56a82599ad63.jpg,"3f71,56a82599ad63,8fe457ae,930a,a434,highway,mobile collection,sunset,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/SYNTHWAVE-AMOLED-WALLPAPER-red(1).png,"amoled,mobile collection,red(1),synthwave,wallpaper,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/SYNTHWAVE-AMOLED-WALLPAPER-red(2).png,"amoled,mobile collection,red(2),synthwave,wallpaper,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/SYNTHWAVE-AMOLED-WALLPAPER-red.png,"amoled,mobile collection,red,synthwave,wallpaper,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/SynthWave_95-8a3d665f-8ccd-4da6-baf1-de98ac28bd18.jpg,"4da6,8a3d665f,8ccd,baf1,de98ac28bd18,mobile collection,synthwave,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Tokyo-47d82d0e-e425-4b81-ab49-377d29e97e26.jpg,"377d29e97e26,47d82d0e,4b81,ab49,e425,mobile collection,tokyo,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Tokyo_at_Night-1089035f-f43c-4f45-94e2-b23ff116c42a.jpg,"1089035f,4f45,94e2,b23ff116c42a,f43c,mobile collection,night,tokyo,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Tokyo_night-a8543524-8516-440c-acab-e856fb789d5b.jpg,"440c,8516,a8543524,acab,e856fb789d5b,mobile collection,night,tokyo,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Trip_Chill-5a7f104a-c648-4746-8977-34b2d77c6fe9.jpg,"34b2d77c6fe9,4746,5a7f104a,8977,c648,chill,mobile collection,trip,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Vaporwave-71de3a1d-546e-400f-8007-c021382b3d2a.jpg,"400f,546e,71de3a1d,8007,c021382b3d2a,mobile collection,vaporwave,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/Vaporwave_retro_3-3040954b-889d-4789-a93b-f769f68611ab.jpg,"3040954b,4789,889d,a93b,f769f68611ab,mobile collection,retro,vaporwave,wallpapers collector,wallpapers collector/mobile collection"
